AADFYear,CP,Estimation_method,Estimation_method_detailed,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
2002,75291,Estimated,Estimated using previous year's AADF on this link,London,Newham,A124,PA,542500,183540,A117,A117,0.2,0.12,134,129,22247,998,1858,462,47,38,14,9,7,577,25809
2003,6644,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,539200,184000,A118,A1011,0.8,0.5,312,250,17906,1388,1936,313,23,19,14,10,12,391,21871
2003,6649,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,542040,185600,A118,A116,0.8,0.5,118,50,6699,586,785,85,1,0,2,0,0,88,8208
2003,6650,Counted,Manual count,London,Newham,A118,PA,542000,185480,A114,A117,1.6,0.99,243,249,18512,708,2349,295,47,27,75,26,24,494,22312
2003,8376,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,538818,184238,A11 Great Eastern Rd,A112 Tramway Ave,0.2,0.12,632,1042,26616,2694,3246,833,38,58,48,56,96,1129,34727
2003,8542,Counted,Manual count,London,Newham,A118,PA,543000,186045,A116,A406,0.9,0.56,239,266,35862,882,3369,526,34,13,41,19,18,651,41030
2003,16202,Estimated,Estimated using previous year's AADF on this link,London,Newham,A13,PA,542000,182120,A112,A117,2,1.24,36,2352,59134,360,10022,2887,275,694,201,381,673,5111,76979
2003,16628,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,540670,183000,A114,A124,0.9,0.56,203,133,21320,530,1964,209,16,10,12,11,12,270,24217
2003,16631,Estimated,Estimated using previous year's AADF on this link,London,Newham,A114,PA,540350,184000,A112,A118,2,1.24,99,116,15383,230,1094,199,19,2,8,0,10,238,17061
2003,16632,Counted,Manual count,London,Newham,A115,PA,538360,184000,LA Boundary,A11,1.3,0.81,242,174,8818,238,1267,260,69,57,11,19,45,461,10958
2003,16634,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,542740,183000,A13,A124,1.5,0.93,212,278,16536,955,1800,275,52,12,11,7,3,360,19929
2003,18346,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,539000,184400,A11,A11,0.2,0.12,309,595,20311,1138,3081,784,35,24,78,58,78,1057,26182
2003,18434,Estimated,Estimated using previous year's AADF on this link,London,Newham,A124,PA,543000,183663,A117,A406(T),1.2,0.75,208,247,25894,1168,3148,481,50,23,30,16,26,626,31083
2003,18473,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,542280,185666,A117,A116,0.5,0.31,248,188,17239,610,1689,264,54,34,39,17,20,428,20154
2003,18728,Counted,Manual count,London,Newham,A1020,PA,543900,181900,A117,A13(T),2,1.24,99,1022,36842,366,5805,1453,321,440,120,400,283,3017,47052
2003,26201,Counted,Manual count,London,Newham,A11,PA,538150,183345,A12,A115,1,0.62,555,1457,37240,1033,6324,921,188,197,42,53,62,1463,47517
2003,26659,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,538700,185000,Major Rd,A11,0.7,0.43,146,169,12263,490,1681,182,63,13,5,3,1,267,14870
2003,26660,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,541080,181500,A13,Victoria Dock Rd,0.8,0.5,159,67,9230,1117,842,56,13,19,18,14,9,129,11385
2003,26664,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,540000,184830,A11,A114,1.6,0.99,315,523,19376,602,2814,411,29,13,15,6,6,480,23795
2003,26672,Counted,Manual count,London,Newham,A124,PA,542000,183400,A112,A117,1.8,1.12,416,471,18387,879,2893,264,60,8,1,3,8,344,22974
2003,28406,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,538670,184500,A11,A112,0.5,0.31,333,554,23609,1010,2876,586,32,40,20,25,11,714,28763
2003,28672,Counted,Manual count,London,Newham,A406,PA,543450,185670,LA Boundary,A124,1.9,1.18,0,687,73880,284,8937,2308,588,782,370,1187,1004,6239,90027
2003,28773,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,538560,185340,LA boundary,Leyton Rd,0.2,0.12,151,179,5922,3,811,98,2,4,0,1,1,106,7021
2003,28876,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,543500,181240,A1020,A13,1.7,1.06,26,35,6631,408,731,179,20,15,18,36,45,313,8118
2003,36676,Counted,Manual count,London,Newham,A112,PA,540000,183360,A1011,A114,1.1,0.68,117,98,20754,857,2129,247,29,11,8,22,13,330,24168
2003,36681,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,542180,185000,A124,A118,2.1,1.3,281,98,17431,537,1420,174,17,3,9,3,3,209,19695
2003,37543,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1011,PA,539600,181230,A1020,A13,1.3,0.81,57,190,11480,2317,2158,383,58,33,17,42,37,570,16715
2003,38439,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,539000,184650,A112,A11 The Grove,0.2,0.12,254,622,20914,741,2842,538,47,29,34,15,24,687,25806
2003,38830,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1020,PA,541670,180600,A112,A112,0.5,0.31,57,475,26966,777,4985,938,246,199,331,433,558,2705,35908
2003,46201,Counted,Manual count,London,Newham,A11,PA,538660,184000,A115,A11 Great Eastern Rd,0.4,0.25,775,975,34894,1244,5149,713,72,52,25,35,35,932,43194
2003,46217,Estimated,Estimated using previous year's AADF on this link,London,Newham,A13,PA,540000,181700,A1011,A112,1.7,1.06,43,1297,40213,175,7944,1410,228,720,240,517,859,3974,53603
2003,46669,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,541100,182000,A124,A13,1,0.62,77,157,15024,1044,1215,173,24,33,5,5,6,246,17686
2003,46672,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,543683,180000,A112,A1020,1.3,0.81,63,185,8644,490,1452,360,35,47,58,322,239,1061,11832
2003,48610,Estimated,Estimated using previous year's AADF on this link,London,Newham,A13,PA,543000,182214,A117,A13,1.1,0.68,149,3192,60884,436,9972,1620,243,978,226,585,656,4308,78792
2003,48812,Counted,Manual count,London,Newham,A112,PA,541400,180900,Prince Regent Lane,A1020,0.5,0.31,42,104,11478,339,1602,173,12,24,9,4,1,223,13746
2003,48813,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,542700,180020,A1020,A117,1.8,1.12,26,63,4728,431,750,101,21,26,6,23,34,211,6183
2003,49007,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1020,PA,540250,180293,A1011,A112,1.9,1.18,33,398,35946,1180,5777,977,211,265,109,211,361,2134,45435
2003,56496,Estimated,Estimated using previous year's AADF on this link,London,Newham,A116,PA,542000,186140,A117,A118,0.9,0.56,63,75,8861,76,779,113,14,14,1,0,1,143,9934
2003,56512,Estimated,Estimated using previous year's AADF on this link,London,Newham,A124,PA,540000,182000,A13,A112,1.9,1.18,156,226,14931,1214,1401,226,40,35,12,3,10,326,18098
2003,56897,Counted,Manual count,London,Newham,A1011,PA,539181,182643,A13,A112,2.3,1.43,249,273,18036,253,2446,401,34,30,1,3,6,475,21483
2003,57911,Counted,Manual count,London,Newham,A11,PA,539050,184500,A118,A11 Great Eastern Rd,0.2,0.12,223,587,27667,874,2403,680,37,17,34,16,11,795,32326
2003,58231,Estimated,Estimated using previous year's AADF on this link,London,Newham,A406,PA,543792,183560,A124,A13,1.3,0.81,1,367,61060,287,9581,2098,397,829,649,1131,2180,7284,78579
2003,58444,Counted,Manual count,London,Newham,A1020,PA,542900,180880,A112,A117,2.2,1.37,23,533,25234,125,4389,922,154,151,143,282,166,1818,32099
2003,70203,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,543330,179840,ferry,A112,0.5,0.31,87,179,4212,988,771,229,81,69,80,189,284,932,7082
2003,73000,Counted,Dependent on a neighbouring counted link,London,Newham,A13,PA,544250,182930,A406 / A1020,LA boundary,0.6,0.37,68,1556,59342,297,10374,3708,474,1190,687,1790,1392,9241,80810
2003,73819,Estimated,Estimated using previous year's AADF on this link,London,Newham,A116,PA,541766,186324,LA Boundary,A117,0.1,0.06,154,139,13365,369,1391,188,8,2,2,0,0,200,15464
2003,73820,Estimated,Estimated using previous year's AADF on this link,London,Newham,A114,PA,540500,185500,A118,LA Boundary,1,0.62,97,195,11546,94,1253,166,9,3,6,4,2,190,13278
2003,73822,Estimated,Estimated using previous year's AADF on this link,London,Newham,A13,PA,539227,181449,LA Boundary,A1011,0.3,0.19,227,3085,54209,1000,13590,1649,281,897,144,327,404,3702,75586
2003,73823,Counted,Dependent on a neighbouring counted link,London,Newham,A1020,PA,539665,180840,LA Boundary,A1011,0.9,0.56,35,853,32305,292,5203,1073,187,286,69,168,155,1938,40591
2003,75291,Estimated,Estimated using previous year's AADF on this link,London,Newham,A124,PA,542500,183540,A117,A117,0.2,0.12,157,134,21491,1206,1984,411,44,37,16,9,9,526,25341
2004,6644,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,539200,184000,A118,A1011,0.8,0.5,331,263,16098,1510,2026,353,27,23,14,9,13,439,20336
2004,6649,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,542040,185600,A118,A116,0.8,0.5,125,52,6023,638,821,95,1,0,2,0,0,98,7632
2004,6650,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,542000,185480,A114,A117,1.6,0.99,258,262,16642,770,2457,334,56,33,73,25,27,548,20679
2004,8376,Counted,Manual count,London,Newham,A11,PA,538818,184238,A11 Great Eastern Rd,A112 Tramway Ave,0.2,0.12,653,687,26337,2212,3267,565,56,73,20,27,6,747,33250
2004,8542,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,543000,186045,A116,A406,0.9,0.56,253,279,32239,960,3524,594,40,17,40,17,20,728,37730
2004,16202,Counted,Manual count,London,Newham,A13,PA,542000,182120,A112,A117,2,1.24,135,3214,73905,368,11983,2903,427,1129,166,348,347,5320,94790
2004,16628,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,540670,183000,A114,A124,0.9,0.56,215,141,19167,576,2055,237,19,12,11,10,13,302,22241
2004,16631,Estimated,Estimated using previous year's AADF on this link,London,Newham,A114,PA,540350,184000,A112,A118,2,1.24,105,122,13830,250,1145,226,23,2,7,0,11,269,15616
2004,16632,Estimated,Estimated using previous year's AADF on this link,London,Newham,A115,PA,538360,184000,LA Boundary,A11,1.3,0.81,257,183,7927,259,1326,295,83,70,11,17,50,526,10221
2004,16634,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,542740,183000,A13,A124,1.5,0.93,225,293,14865,1039,1883,312,62,14,10,7,3,408,18488
2004,18346,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,539000,184400,A11,A11,0.2,0.12,328,625,18260,1238,3223,888,42,30,76,53,88,1177,24523
2004,18434,Estimated,Estimated using previous year's AADF on this link,London,Newham,A124,PA,543000,183663,A117,A406(T),1.2,0.75,220,260,23278,1271,3293,544,60,27,30,15,29,705,28807
2004,18473,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,542280,185666,A117,A116,0.5,0.31,263,197,15497,662,1768,299,65,44,37,15,22,482,18606
2004,18728,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1020,PA,543900,181900,A117,A13(T),2,1.24,105,1074,33121,399,6073,1645,383,543,118,363,320,3372,44039
2004,26201,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,538150,183345,A12,A115,1,0.62,588,1531,33479,1125,6615,1043,225,244,41,48,69,1670,44420
2004,26659,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,538700,185000,Major Rd,A11,0.7,0.43,154,177,11024,533,1758,206,75,16,5,3,1,306,13798
2004,26660,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,541080,181500,A13,Victoria Dock Rd,0.8,0.5,168,71,8297,1215,881,63,15,24,17,13,10,142,10606
2004,26664,Counted,Manual count,London,Newham,A118,PA,540000,184830,A11,A114,1.6,0.99,194,148,17655,567,1679,388,37,16,35,16,27,519,20568
2004,26672,Estimated,Estimated using previous year's AADF on this link,London,Newham,A124,PA,542000,183400,A112,A117,1.8,1.12,441,495,16531,956,3026,299,72,10,1,3,8,393,21401
2004,28406,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,538670,184500,A11,A112,0.5,0.31,352,583,21225,1098,3008,663,38,49,19,23,13,805,26719
2004,28672,Counted,Manual count,London,Newham,A406,PA,543450,185670,LA Boundary,A124,1.9,1.18,0,746,89480,292,10669,3141,593,1020,338,1164,1275,7531,108718
2004,28773,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,538560,185340,LA boundary,Leyton Rd,0.2,0.12,159,188,5324,4,848,111,2,5,0,1,1,120,6484
2004,28876,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,543500,181240,A1020,A13,1.7,1.06,27,37,5961,444,764,203,25,18,17,34,51,348,7554
2004,36676,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,540000,183360,A1011,A114,1.1,0.68,124,103,18658,933,2227,280,35,15,7,19,14,370,22291
2004,36681,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,542180,185000,A124,A118,2.1,1.3,298,103,15671,584,1485,198,21,3,9,3,3,237,18080
2004,37543,Counted,Manual count,London,Newham,A1011,PA,539600,181230,A1020,A13,1.3,0.81,135,250,14747,823,2033,502,104,149,15,21,19,810,18663
2004,38439,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,539000,184650,A112,A11 The Grove,0.2,0.12,269,654,18802,806,2973,610,56,36,33,14,27,776,24011
2004,38830,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1020,PA,541670,180600,A112,A112,0.5,0.31,60,499,24242,846,5214,1062,295,246,323,393,628,2947,33748
2004,46201,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,538660,184000,A115,A11 Great Eastern Rd,0.4,0.25,820,1025,31370,1354,5386,808,87,64,24,32,40,1055,40190
2004,46217,Counted,Manual count,London,Newham,A13,PA,540000,181700,A1011,A112,1.7,1.06,98,2891,68746,503,13114,3267,495,1167,168,391,335,5823,91077
2004,46669,Counted,Manual count,London,Newham,A112,PA,541100,182000,A124,A13,1,0.62,108,137,15535,836,1130,212,33,28,10,12,8,303,17941
2004,46672,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,543683,180000,A112,A1020,1.3,0.81,67,195,7771,533,1519,407,42,59,56,293,269,1126,11144
2004,48610,Counted,Manual count,London,Newham,A13,PA,543000,182214,A117,A13,1.1,0.68,52,2105,73377,392,10808,2314,354,790,191,418,344,4411,91093
2004,48812,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,541400,180900,Prince Regent Lane,A1020,0.5,0.31,44,109,10319,369,1675,196,14,30,9,4,1,254,12726
2004,48813,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,542700,180020,A1020,A117,1.8,1.12,28,66,4251,469,785,115,25,31,6,21,39,237,5808
2004,49007,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1020,PA,540250,180293,A1011,A112,1.9,1.18,35,418,32315,1284,6042,1106,253,328,107,192,407,2393,42452
2004,56496,Estimated,Estimated using previous year's AADF on this link,London,Newham,A116,PA,542000,186140,A117,A118,0.9,0.56,67,79,7966,83,814,128,16,17,1,0,1,163,9105
2004,56512,Estimated,Estimated using previous year's AADF on this link,London,Newham,A124,PA,540000,182000,A13,A112,1.9,1.18,165,238,13423,1321,1466,257,47,43,12,3,11,373,16821
2004,56897,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1011,PA,539181,182643,A13,A112,2.3,1.43,264,287,16214,276,2558,454,41,37,1,3,7,543,19878
2004,57911,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,539050,184500,A118,A11 Great Eastern Rd,0.2,0.12,236,617,24872,951,2514,769,44,21,33,15,12,894,29848
2004,58231,Estimated,Estimated using previous year's AADF on this link,London,Newham,A406,PA,543792,183560,A124,A13,1.3,0.81,1,386,54894,313,10021,2375,475,1024,636,1027,2458,7995,73609
2004,58444,Counted,Manual count,London,Newham,A1020,PA,542900,180880,A112,A117,2.2,1.37,9,232,22338,102,1853,535,60,102,55,168,124,1044,25569
2004,70203,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,543330,179840,ferry,A112,0.5,0.31,91,189,3787,1075,806,259,97,85,78,171,320,1010,6867
2004,73000,Counted,Dependent on a neighbouring counted link,London,Newham,A13,PA,544250,182930,A406 / A1020,LA boundary,0.6,0.37,67,1638,54386,410,11773,3341,484,1361,518,1513,1498,8715,76922
2004,73819,Estimated,Estimated using previous year's AADF on this link,London,Newham,A116,PA,541766,186324,LA Boundary,A117,0.1,0.06,133,133,13525,421,1317,207,9,2,2,0,0,220,15616
2004,73820,Estimated,Estimated using previous year's AADF on this link,London,Newham,A114,PA,540500,185500,A118,LA Boundary,1,0.62,84,186,11685,108,1186,184,10,3,6,4,3,210,13375
2004,73822,Estimated,Estimated using previous year's AADF on this link,London,Newham,A13,PA,539227,181449,LA Boundary,A1011,0.3,0.19,241,3243,48734,1088,14216,1866,336,1109,141,297,455,4204,71485
2004,73823,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1020,PA,539665,180840,LA Boundary,A1011,0.9,0.56,37,896,29042,319,5442,1215,223,353,67,152,174,2184,37883
2004,75291,Estimated,Estimated using previous year's AADF on this link,London,Newham,A124,PA,542500,183540,A117,A117,0.2,0.12,166,141,19320,1313,2075,466,52,45,15,9,10,597,23446
2005,6644,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,539200,184000,A118,A1011,0.8,0.5,428,262,15776,1467,2036,364,27,24,12,8,12,447,19988
2005,6649,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,542040,185600,A118,A116,0.8,0.5,161,52,5902,619,825,98,1,0,2,0,0,101,7499
2005,6650,Counted,Manual count,London,Newham,A118,PA,542000,185480,A114,A117,1.6,0.99,367,339,21539,960,3516,489,42,29,34,19,9,622,26976
2005,8376,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,538818,184238,A11 Great Eastern Rd,A112 Tramway Ave,0.2,0.12,843,685,25810,2148,3283,581,56,79,17,22,6,761,32687
2005,8542,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,543000,186045,A116,A406,0.9,0.56,327,279,31595,932,3542,612,40,18,33,14,20,737,37085
2005,16202,Counted,Manual count,London,Newham,A13,PA,542000,182120,A112,A117,2,1.24,40,2104,93778,209,18771,3674,730,1070,392,505,439,6810,121672
2005,16628,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,540670,183000,A114,A124,0.9,0.56,277,139,18783,560,2065,244,19,13,10,8,13,307,21854
2005,16631,Estimated,Estimated using previous year's AADF on this link,London,Newham,A114,PA,540350,184000,A112,A118,2,1.24,135,122,13553,242,1151,232,23,3,6,0,11,275,15343
2005,16632,Estimated,Estimated using previous year's AADF on this link,London,Newham,A115,PA,538360,184000,LA Boundary,A11,1.3,0.81,331,182,7769,251,1333,302,83,76,9,14,50,534,10069
2005,16634,Counted,Manual count,London,Newham,A117,PA,542740,183000,A13,A124,1.5,0.93,313,165,16257,1205,1607,271,11,18,1,2,1,304,19538
2005,18346,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,539000,184400,A11,A11,0.2,0.12,423,623,17894,1202,3239,912,42,33,63,43,87,1180,24138
2005,18434,Counted,Manual count,London,Newham,A124,PA,543000,183663,A117,A406(T),1.2,0.75,336,179,21491,833,2578,572,35,19,14,6,12,658,25739
2005,18473,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,542280,185666,A117,A116,0.5,0.31,340,197,15187,644,1776,307,65,46,31,13,22,484,18288
2005,18728,Counted,Manual count,London,Newham,A1020,PA,543900,181900,A117,A13(T),2,1.24,60,435,28916,436,4752,1064,177,238,100,431,375,2385,36924
2005,26201,Counted,Manual count,London,Newham,A11,PA,538150,183345,A12,A115,1,0.62,802,1124,38343,1309,6743,1111,96,189,32,57,87,1572,49091
2005,26659,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,538700,185000,Major Rd,A11,0.7,0.43,199,177,10805,517,1767,211,75,17,5,3,1,312,13578
2005,26660,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,541080,181500,A13,Victoria Dock Rd,0.8,0.5,217,71,8131,1180,886,65,15,26,14,10,10,140,10408
2005,26664,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,540000,184830,A11,A114,1.6,0.99,251,148,17302,551,1687,399,37,18,29,13,26,522,20210
2005,26672,Estimated,Estimated using previous year's AADF on this link,London,Newham,A124,PA,542000,183400,A112,A117,1.8,1.12,570,494,16199,928,3041,307,72,11,1,3,8,402,21064
2005,28406,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,538670,184500,A11,A112,0.5,0.31,455,581,20800,1067,3023,681,38,53,16,19,13,820,26291
2005,28672,Counted,Manual count,London,Newham,A406,PA,543450,185670,LA Boundary,A124,1.9,1.18,0,902,94819,694,17326,4766,647,1093,24,904,861,8295,122036
2005,28773,Counted,Manual count,London,Newham,A112,PA,538560,185340,LA boundary,Leyton Rd,0.2,0.12,256,103,8929,137,1015,286,18,15,3,3,7,332,10516
2005,28876,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,543500,181240,A1020,A13,1.7,1.06,35,36,5842,430,768,208,25,20,14,28,51,346,7422
2005,36676,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,540000,183360,A1011,A114,1.1,0.68,159,103,18285,906,2238,288,35,16,6,15,13,373,21905
2005,36681,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,542180,185000,A124,A118,2.1,1.3,385,103,15357,567,1492,203,21,4,8,3,3,242,17761
2005,37543,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1011,PA,539600,181230,A1020,A13,1.3,0.81,175,248,14453,798,2043,517,104,161,12,17,19,830,18372
2005,38439,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,539000,184650,A112,A11 The Grove,0.2,0.12,348,652,18426,783,2988,627,56,39,27,11,27,787,23636
2005,38830,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1020,PA,541670,180600,A112,A112,0.5,0.31,78,498,23758,822,5240,1091,295,267,268,321,623,2865,33183
2005,46201,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,538660,184000,A115,A11 Great Eastern Rd,0.4,0.25,1059,1022,30743,1314,5413,830,87,70,21,26,39,1073,39565
2005,46217,Estimated,Estimated using previous year's AADF on this link,London,Newham,A13,PA,540000,181700,A1011,A112,1.7,1.06,126,2883,67371,488,13180,3359,496,1267,140,319,332,5913,89835
2005,46669,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,541100,182000,A124,A13,1,0.62,140,137,15224,812,1136,218,33,30,8,10,8,307,17616
2005,46672,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,543683,180000,A112,A1020,1.3,0.81,86,195,7616,517,1527,419,42,64,47,240,267,1079,10934
2005,48610,Estimated,Estimated using previous year's AADF on this link,London,Newham,A13,PA,543000,182214,A117,A13,1.1,0.68,66,2098,71910,380,10862,2379,355,857,159,342,341,4433,89683
2005,48812,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,541400,180900,Prince Regent Lane,A1020,0.5,0.31,57,109,10112,358,1684,202,14,32,7,2,1,258,12521
2005,48813,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,542700,180020,A1020,A117,1.8,1.12,36,66,4166,455,788,118,26,34,6,18,38,240,5715
2005,49007,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1020,PA,540250,180293,A1011,A112,1.9,1.18,45,417,31669,1246,6073,1137,254,356,88,157,403,2395,41800
2005,56496,Estimated,Estimated using previous year's AADF on this link,London,Newham,A116,PA,542000,186140,A117,A118,0.9,0.56,86,79,7807,81,819,131,16,18,1,0,1,167,8953
2005,56512,Counted,Manual count,London,Newham,A124,PA,540000,182000,A13,A112,1.9,1.18,180,211,12575,1085,1688,412,25,7,7,2,1,454,16013
2005,56897,Counted,Manual count,London,Newham,A1011,PA,539181,182643,A13,A112,2.3,1.43,166,134,19775,333,3260,628,62,43,7,12,0,752,24254
2005,57911,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,539050,184500,A118,A11 Great Eastern Rd,0.2,0.12,305,615,24375,923,2526,791,44,23,28,12,12,910,29349
2005,58231,Counted,Manual count,London,Newham,A406,PA,543792,183560,A124,A13,1.3,0.81,9,1274,66330,330,13128,4675,755,1116,115,848,1099,8608,89670
2005,58444,Counted,Manual count,London,Newham,A1020,PA,542900,180880,A112,A117,2.2,1.37,25,308,20327,72,2508,833,117,117,25,114,177,1383,24598
2005,70203,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,543330,179840,ferry,A112,0.5,0.31,118,188,3712,1043,810,266,97,92,64,141,318,978,6731
2005,73000,Estimated,Estimated using previous year's AADF on this link,London,Newham,A13,PA,544250,182930,A406 / A1020,LA boundary,0.6,0.37,68,1506,53787,438,12020,3154,446,1355,518,1495,1790,8758,76509
2005,73819,Counted,Dependent on a neighbouring counted link,London,Newham,A116,PA,541766,186324,LA Boundary,A117,0.1,0.06,164,184,15706,337,1361,299,21,5,3,2,2,332,17920
2005,73820,Counted,Dependent on a neighbouring counted link,London,Newham,A114,PA,540500,185500,A118,LA Boundary,1,0.62,70,93,11071,63,934,178,11,14,5,9,4,221,12382
2005,73822,Estimated,Estimated using previous year's AADF on this link,London,Newham,A13,PA,539227,181449,LA Boundary,A1011,0.3,0.19,311,3233,47759,1056,14287,1918,336,1203,117,243,451,4268,70603
2005,73823,Estimated,Estimated using previous year's AADF on this link,London,Newham,A1020,PA,539665,180840,LA Boundary,A1011,0.9,0.56,47,894,28461,309,5469,1250,223,384,56,124,173,2210,37343
2005,75291,Estimated,Estimated using previous year's AADF on this link,London,Newham,A124,PA,542500,183540,A117,A117,0.2,0.12,214,141,18933,1275,2086,478,53,49,12,7,9,608,23043
2006,6644,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,539200,184000,A118,A1011,0.8,0.5,555,285,16383,1601,2157,346,25,24,12,8,15,430,20856
2006,6649,Estimated,Estimated using previous year's AADF on this link,London,Newham,A117,PA,542040,185600,A118,A116,0.8,0.5,209,58,6130,677,875,94,1,0,2,0,0,97,7837
2006,6650,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,542000,185480,A114,A117,1.6,0.99,476,368,22369,1048,3728,465,39,30,34,17,10,595,28108
2006,8376,Estimated,Estimated using previous year's AADF on this link,London,Newham,A11,PA,538818,184238,A11 Great Eastern Rd,A112 Tramway Ave,0.2,0.12,1094,745,26804,2346,3480,553,52,79,16,21,7,728,34103
2006,8542,Estimated,Estimated using previous year's AADF on this link,London,Newham,A118,PA,543000,186045,A116,A406,0.9,0.56,425,303,32812,1018,3755,582,38,18,33,13,23,707,38595
2006,16202,Counted,Manual count,London,Newham,A13,PA,542000,182120,A112,A117,2,1.24,82,3706,92117,577,22643,3945,567,1450,207,720,966,7855,126898
2006,16628,Estimated,Estimated using previous year's AADF on this link,London,Newham,A112,PA,540670,183000,A114,A124,0.9,0.56,360,152,19507,611,2188,232,17,13,9,8,14,293,22751
