Year,CP,Estimation_method,Estimation_method_detailed,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
2004,48161,Counted,Manual count,London,Tower Hamlets,A1202,PU,533640,182000,A11/A13 mid-junction,LA Boundary,0.56,106.23,276.11,4600.58,51.99,907.14,162.93,14.94,12.49,18.42,17.4,11.46,237.63,6073.46
2004,48814,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1261,PU,538620,180750,A1206,Aspen Way Tunnel,0.31,5,272.91,6290.83,127.24,1010.21,198.43,36.61,82.21,13.65,12.51,41.5,384.91,8086.1
2004,48815,Counted,Manual count,London,Tower Hamlets,A1261,PU,537030,180900,A13,A1206,0.19,16.92,41.82,1280.41,53.15,206.04,25.38,3.55,1.5,0.68,0.55,0.2,31.86,1613.29
2004,49035,Counted,Manual count,London,Tower Hamlets,A1261,PU,537950,180570,A1261,A1206,0.56,31.73,1122.26,12335.22,116.46,2629.31,528.28,63.86,107.46,18.42,18.83,29.68,766.53,16969.79
2004,56175,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,535000,181900,A107,A1205,0.99,374.43,579.29,8344.74,226.33,1637.44,330.76,59.68,88.79,11.28,11.64,9.1,511.24,11299.05
2004,56506,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A107,PU,534950,183000,A1209,A1208,0.37,63.59,72.46,1790.4,134.41,480.18,86.1,5.32,2.87,1.23,2.32,2.87,100.7,2578.15
2004,56909,Counted,Manual count,London,Tower Hamlets,A1203,PU,534000,180600,LA Boundary,A1202,0.31,49.46,453.02,4436.32,94.72,926.97,224.47,22.29,26.61,12.05,5.8,13.76,304.97,6216.01
2004,58445,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1020,PU,539100,180920,A1261,LA Boundary,0.25,3.37,81.51,2641.91,29.02,495.05,110.53,20.29,32.11,6.09,13.83,15.83,198.68,3446.17
2004,58446,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538450,181080,A102,A1263,0.37,31.38,156.51,3968.6,92.52,992.56,231.42,42.85,106.57,12.42,36.57,81.19,511.02,5721.21
2004,59036,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,535968,181035,A126/A101,A13/A126,0.19,13.65,43.53,804.46,34.11,200.59,27.02,15.42,5.46,2.32,1.3,3.07,54.58,1137.27
2004,70002,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,537060,180760,A1203,A1261,0.12,10.46,40.34,562.19,23.65,164.2,21.01,2.05,3.41,0.73,0.82,2.14,30.16,820.54
2004,70003,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,537100,180730,A1206,A1261,0.37,15.42,589.75,3957.96,116.8,1276.93,258.31,91.01,52.94,27.84,16.65,36.98,483.73,6425.17
2004,70193,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,533820,181310,LA Boundary,A1202/A13 mid-junc,0.12,28.11,90.29,986.6,44.89,199.63,67.91,9.19,7.87,1.59,1.91,2,90.47,1411.88
2004,73554,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A102,PU,538410,180850,LA Boundary,A13,0.62,0,711.15,14911.14,151.01,2706.32,507.83,72.77,143.28,50.49,121.67,96.65,992.7,19472.31
2004,73821,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A115,PU,537270,184510,LA Boundary,LA Boundary,0.5,46.76,33.29,1442.22,47.12,241.25,53.67,15.1,12.74,2,3.09,9.1,95.7,1859.58
2004,73961,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A101,PU,535530,180600,LA Boundary,A13,0.68,14.51,150.35,7581.72,20.76,1397.42,12.01,0,0,0,0,0,12.01,9162.26
2004,74527,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A12,PU,537300,183460,B142,B142,0.19,1.02,205.57,4748.43,40.59,1220.03,210,19.85,57.38,9.35,27.36,34.73,358.67,6573.29
2004,74528,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A12,PU,537000,184000,LA Boundary,B142,0.62,0,338.63,17345.01,108.71,3222.34,514.88,99.84,207.64,113.94,206.5,216.51,1359.3,22373.99
2004,74545,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1263,PU,538910,181040,A13,A1261,0.12,4.78,90.92,944.21,20.79,269.49,54.22,11.01,33.34,3.46,3.59,6.5,112.12,1437.53
2004,74905,Counted,Manual count,London,Tower Hamlets,A11,PU,533850,181240,St Botolph St/Aldgate High St,A1202/A13 mid-junction,0.12,30.52,69.05,606.49,36.52,120.22,19.42,1.91,3.32,0.68,1.14,0.82,27.29,859.56
2004,75425,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,539100,181400,Aspen Way tunnel,LA boundary,0.12,10.96,147.51,2216.64,49.49,646.61,84.87,15.28,50.44,6.41,13.51,20.7,191.22,3251.45
2004,75426,Estimated,Estimated from nearby links,London,Tower Hamlets,A1261,PU,538930,181200,Aspen Way,A13,0.31,2.5,136.45,3145.47,63.68,505.1,99.16,18.31,41.16,6.82,6.25,20.7,192.4,4043.11
2004,75427,Estimated,Estimated from nearby links,London,Tower Hamlets,A1261,PU,538850,180950,Aspen Way tunnel,A1263,0.12,1,54.58,1258.19,25.47,202.04,39.66,7.32,16.47,2.73,2.5,8.28,76.96,1617.24
2005,6071,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A12,PU,538180,181800,A13,A11,1.3,33.34,602.02,31551.24,316.25,4826.16,1465.04,176.22,347.21,96.69,135.74,126.69,2347.59,39643.25
2005,6201,Counted,Manual count,London,Tower Hamlets,A11,PU,537000,182730,A1205,A12,0.93,253.45,502.48,10504.04,299.04,1825.52,442.94,39.12,26.88,22.79,9.87,7.82,549.42,13680.49
2005,6216,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538200,181030,A1206,A102,0.12,25.04,243.63,1843.8,25.76,351.81,80.29,9.93,20.77,3.4,4.45,3.27,122.11,2587.11
2005,6636,Counted,Manual count,London,Tower Hamlets,A107,PU,535030,182500,Mile End Rd,Bethnal Green Rd,0.56,113.29,109,3313.28,159.42,602.97,98.79,11.02,5.31,4.29,1.84,1.02,122.27,4306.94
2005,7540,Counted,Manual count,London,Tower Hamlets,A1205,PU,536630,182000,A13/A1261,A11,0.99,203.94,138.26,6456.01,300.83,926.8,209.38,28.67,14.15,6.53,3.99,2.9,265.63,8087.52
2005,8284,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534160,180760,A1203,Cable Street,0.12,9.53,18.64,257.92,8.57,74.89,18.19,1.95,1.22,0.27,0.36,0.59,22.59,382.61
2005,8489,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,536100,181139,A126,A101,0.12,43.5,118.16,779.56,34.07,165.97,37.15,5.31,3.67,1.32,2.09,1.36,50.89,1148.65
2005,8754,Counted,Manual count,London,Tower Hamlets,A1206,PU,538520,178900,Ferry Street,A1261,1.68,303.12,141.46,5044.63,254.13,714.01,123.7,17.15,3.06,0,4.9,6.74,155.54,6309.77
2005,16188,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,534280,181620,A1202/A13 mid-junction,A107,0.68,771.14,542.87,5021.05,277.67,1297.05,235.51,25.45,51.39,6.49,5.24,5.99,330.06,7468.7
2005,16203,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,536500,181120,A101,A1261,0.5,101.06,404.79,3656.75,176.72,1093.9,139.16,16.87,19.96,6.71,10.34,9.43,202.49,5534.66
2005,17496,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,533980,181190,B126 Prescot St,A13/A11 mid-junction,0.25,41.64,100.25,894.86,12.61,284.95,67.5,4.08,7.89,2.36,1.45,0.91,84.19,1376.86
2005,17498,Counted,Manual count,London,Tower Hamlets,A1208,PU,534000,183100,Weymouth Terrace/LA Boundary,A107,0.68,383.45,323.83,4259.38,232.77,1403.58,164.41,16.72,33.68,5.49,2.74,3.74,226.78,6446.33
2005,18436,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1210,PU,533800,181070,LA Boundary,A11,0.25,186.79,200.58,1426.94,70.04,401.53,55.7,3.45,4.35,3.27,1.18,1,68.95,2168.03
2005,18467,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A3211,PU,533634,180720,A100,LA Boundary,0.19,100.84,338.09,2055.42,81.72,511.05,115.19,27.62,55.52,5.51,5.58,10.68,220.11,3206.39
2005,18497,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A107,PU,534850,183388,A1208 Hackney Road,LA Boundary,0.12,43.05,46.9,591.04,97.03,133.22,34.88,4.04,2.36,2.45,0.95,1.68,46.36,914.55
2005,18736,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,538195,180834,A1261,A13,0.31,7.26,316.16,2594.26,30.96,694.01,121.79,22.23,43.55,4.42,8.73,11.68,212.4,3847.78
2005,19035,Counted,Manual count,London,Tower Hamlets,A1261,PU,537150,180780,A1206,A1203,0.31,15.2,71.22,2497.41,26.65,466.76,61.01,7.03,8.96,8.96,9.98,6.01,101.95,3163.98
2005,26217,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538970,181320,A1263,Aspen Way tunnel,0.12,29.85,208.88,2209.76,50.67,601.7,60.01,30.57,42.59,12.52,6.62,27.85,180.17,3251.19
2005,27581,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534000,180830,A100/A1210/A1211,Dock Street,0.25,50.08,19.69,115.4,2,42.64,20.59,1.72,0.64,0.27,0.18,9.00E-02,23.5,203.21
2005,27582,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1205,PU,536020,183200,A11,LA Boundary,0.87,163.21,81.29,3255.86,98.75,574.71,81.29,14.29,8.26,0.32,0.64,0,104.78,4115.39
2005,27917,Counted,Manual count,London,Tower Hamlets,A12,PU,537550,183276,A11,B142,0.31,2.04,254.92,9141.87,91.63,1724.02,705.35,101.04,106.26,3.4,48.31,49.56,1013.91,12226.36
2005,28521,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A100,PU,533740,180500,LA Boundary,A1210/A1211,0.31,181.67,203.1,2884.56,157.17,636.63,147.08,5.33,4.88,0.68,0.79,0.23,158.99,4040.45
2005,28878,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,537240,178900,A1203,Ferry Street,1.74,394.36,124.47,4232.55,283.23,603.92,97.16,24.77,10.8,0,6.35,4.45,143.52,5387.69
2005,29037,Counted,Manual count,London,Tower Hamlets,A1203,PU,534836,180756,A1202,A101/A126,1.18,195.64,2141.25,14773.26,366.28,3237.94,768.76,96.1,160.73,56.45,41.37,88.77,1212.18,21730.91
2005,36218,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,537000,181040,A1261,A1206,0.81,84.32,375.63,4489.83,240.59,762.46,164.82,18.28,14.74,6.49,10.91,11.2,226.44,6094.95
2005,37619,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1209,PU,534000,182520,LA Boundary,A107,0.93,756.27,457.91,4283.47,157.51,929.77,208.2,10.55,21.43,1.02,1.36,1.02,243.58,6072.24
2005,38270,Counted,Manual count,London,Tower Hamlets,A1210,PU,533840,180880,A100,LA Boundary,0.12,37.74,87.27,568.86,29.67,160.71,36.33,2.59,2.99,1.09,0.68,0.41,44.09,890.6
2005,39035,Counted,Manual count,London,Tower Hamlets,A1203,PU,536066,180909,A126/A101,A1206,0.81,2.36,2161.18,14216.92,164.82,3710.27,979.76,119.41,165.41,38.33,39.51,24.18,1366.59,21619.78
2005,46218,Counted,Manual count,London,Tower Hamlets,A13,PU,535100,181280,A11/A1202 mid-junction,A126,1.3,294.82,1296.91,10586.3,554.39,2449.99,476.76,55.25,81.92,26.67,34.77,28.1,703.47,15591.06
2005,47580,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534110,180940,Dock Street,Hooper Street,0.12,8.89,31.48,245.99,2.04,77.93,8.03,1.22,1.36,0.18,9.00E-02,9.00E-02,10.98,368.41
2005,48161,Counted,Manual count,London,Tower Hamlets,A1202,PU,533640,182000,A11/A13 mid-junction,LA Boundary,0.56,175.75,429.06,4148.54,52.87,1178.39,253.31,31.43,29.6,12.25,14.29,14.29,355.17,6164.03
2005,48814,Counted,Manual count,London,Tower Hamlets,A1261,PU,538620,180750,A1206,Aspen Way Tunnel,0.31,35.83,310.38,7298.33,116.92,1100.44,174.64,46.04,51.48,1.81,14.97,27.56,316.5,9142.55
2005,48815,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1261,PU,537030,180900,A13,A1206,0.19,21.77,41.57,1251.39,51.44,206.57,25.99,3.54,1.63,0.61,0.48,0.2,32.46,1583.43
2005,49035,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1261,PU,537950,180570,A1261,A1206,0.56,40.82,1115.72,12055.35,112.67,2635.19,541.74,63.69,116.35,15.31,15.31,29.39,781.78,16700.73
2005,56175,Counted,Manual count,London,Tower Hamlets,A11,PU,535000,181900,A107,A1205,0.99,710.52,598.39,8592.65,272.52,1557.12,408.24,38.1,41.01,29.39,11.25,7.98,535.97,11556.66
2005,56506,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A107,PU,534950,183000,A1209,A1208,0.37,81.78,71.99,1749.86,130.09,481.18,88.32,5.31,2.99,1.09,1.91,2.86,102.47,2535.58
2005,56909,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,534000,180600,LA Boundary,A1202,0.31,63.73,450.31,4335.74,91.74,929.09,230.2,22.23,28.8,9.98,4.88,13.61,309.7,6116.58
2005,58445,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1020,PU,539100,180920,A1261,LA Boundary,0.25,4.26,81.1,2581.99,28.03,496.15,113.4,20.23,34.84,5.08,11.25,15.69,200.49,3387.76
2005,58446,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538450,181080,A102,A1263,0.37,40.42,155.68,3878.7,89.54,994.75,237.19,42.73,115.26,10.34,29.8,80.15,515.47,5634.13
2005,59036,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,535968,181035,A126/A101,A13/A126,0.19,17.55,43.27,786.27,33.07,201.06,27.69,15.38,5.92,1.97,1.09,3.06,55.11,1118.78
2005,70002,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,537060,180760,A1203,A1261,0.12,13.47,40.1,549.45,22.91,164.57,21.5,2.04,3.67,0.64,0.68,2.09,30.62,807.64
2005,70003,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,537100,180730,A1206,A1261,0.37,19.73,586.23,3868.22,113.22,1279.84,264.81,91.04,57.29,23,13.61,36.47,486.21,6333.72
2005,70193,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,533820,181310,LA Boundary,A1202/A13 mid-junc,0.12,36.2,89.81,964.22,43.45,200.08,69.63,9.21,8.53,1.32,1.59,2,92.26,1389.83
2005,73554,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A102,PU,538410,180850,LA Boundary,A13,0.62,1.13,668.15,15323.77,145.15,3008.74,681.54,91.17,318.65,47.4,108.41,77.79,1324.97,20470.78
2005,73821,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A115,PU,537270,184510,LA Boundary,LA Boundary,0.5,60.06,33.02,1409.61,45.54,241.86,54.79,15.06,13.79,1.63,2.54,9.07,96.89,1826.92
2005,73961,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A101,PU,535530,180600,LA Boundary,A13,0.68,26.94,169.65,6982.21,15.72,1734.14,71.85,0,0,0,0,0,71.85,8973.57
2005,74527,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A12,PU,537300,183460,B142,B142,0.19,1.22,152.95,5485.12,54.98,1034.41,423.21,60.62,63.75,2.04,28.99,29.73,608.35,7335.82
2005,74528,Counted,Manual count,London,Tower Hamlets,A12,PU,537000,184000,LA Boundary,B142,0.62,0,496.69,15137.8,53.3,3294.5,831.9,110.45,176.9,46.27,51.26,106.6,1323.38,20305.67
2005,74545,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1263,PU,538910,181040,A13,A1261,0.12,6.17,90.4,922.81,20.09,270.12,55.61,11.07,36.06,2.86,2.95,6.44,114.99,1418.41
2005,74905,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,533850,181240,St Botolph St/Aldgate High St,A1202/A13 mid-junction,0.12,39.33,68.68,592.72,35.38,120.52,19.91,1.91,3.58,0.59,0.95,0.82,27.76,845.06
2005,75425,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,539100,181400,Aspen Way tunnel,LA boundary,0.12,14.11,146.65,2166.35,47.9,648.06,87,15.24,54.57,5.31,11.02,20.46,193.6,3202.56
2005,75426,Estimated,Estimated from nearby links,London,Tower Hamlets,A1261,PU,538930,181200,Aspen Way,A13,0.31,17.92,155.24,3649.22,58.4,550.22,87.32,23.02,25.74,0.91,7.48,13.83,158.31,4571.39
2005,75427,Estimated,Estimated from nearby links,London,Tower Hamlets,A1261,PU,538850,180950,Aspen Way tunnel,A1263,0.12,7.17,62.1,1459.69,23.36,220.09,34.93,9.21,10.3,0.36,2.99,5.53,63.32,1828.56
2006,6071,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A12,PU,538180,181800,A13,A11,1.3,43.34,655.36,32766.71,345.78,5116.21,1394.55,163.84,348.64,94.3,130.02,147.17,2278.53,41162.59
2006,6201,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,537000,182730,A1205,A12,0.93,329.31,546.7,10909.22,326.59,1935.4,421.85,36.4,26.88,21.77,9.53,9.19,525.61,14243.52
2006,6216,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538200,181030,A1206,A102,0.12,32.57,265.04,1914.83,28.12,372.95,76.43,9.21,20.87,3.31,4.26,3.81,117.89,2698.84
2006,6636,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A107,PU,535030,182500,Mile End Rd,Bethnal Green Rd,0.56,147.17,118.59,3441.06,173.91,639.31,94.1,10.21,5.31,4.29,1.84,1.22,116.96,4489.83
2006,7540,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1205,PU,536630,182000,A13/A1261,A11,0.99,264.54,150.23,6704.59,328.41,982.68,198.86,26.49,14.15,6.53,3.99,3.27,253.29,8419.2
2006,8284,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534160,180760,A1203,Cable Street,0.12,12.38,20.23,267.85,9.34,79.33,17.33,1.77,1.27,0.27,0.36,0.68,21.68,398.44
2006,8489,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,536100,181139,A126,A101,0.12,56.52,128.6,809.54,37.24,175.95,35.34,4.9,3.72,1.32,2.04,1.59,48.9,1200.23
2006,8754,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,538520,178900,Ferry Street,A1261,1.68,394.36,153.7,5238.75,277.4,756.88,118.19,15.92,3.06,0,4.29,7.35,148.8,6575.54
2006,16188,Counted,Manual count,London,Tower Hamlets,A11,PU,534280,181620,A1202/A13 mid-junction,A107,0.68,518.17,601.75,4867.37,378.46,1340.96,257.46,31.19,32.43,1.75,13.97,3.99,340.79,7529.32
2006,16203,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,536500,181120,A101,A1261,0.5,131.18,440.54,3797.37,193.23,1159.77,132.45,15.79,20.14,6.53,9.98,10.89,195.77,5786.68
2006,17496,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,533980,181190,B126 Prescot St,A13/A11 mid-junction,0.25,54.07,109.14,929.34,13.7,302.1,64.23,3.72,7.98,2.27,1.45,1.09,80.74,1435.01
2006,17498,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1208,PU,534000,183100,Weymouth Terrace/LA Boundary,A107,0.68,497.96,352.27,4423.54,254.22,1487.65,156.42,15.47,33.93,5.24,2.49,4.24,217.8,6735.48
2006,18436,Counted,Manual count,London,Tower Hamlets,A1210,PU,533800,181070,LA Boundary,A11,0.25,91.9,162.21,1588.6,61.78,523.82,108.59,5.99,8.35,4.9,2.81,1.27,131.91,2468.32
2006,18467,Counted,Manual count,London,Tower Hamlets,A3211,PU,533634,180720,A100,LA Boundary,0.19,71.24,340.75,2196.4,96.55,720.14,100.16,17.08,31.91,8.3,5.17,9.59,172.21,3526.04
2006,18497,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A107,PU,534850,183388,A1208 Hackney Road,LA Boundary,0.12,55.84,51.03,613.77,105.92,141.25,33.16,3.72,2.4,2.4,0.95,1.95,44.59,956.55
2006,18736,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,538195,180834,A1261,A13,0.31,9.41,344.06,2694.28,33.79,735.74,116.01,20.64,43.66,4.2,8.28,13.61,206.39,4014.26
2006,19035,Counted,Manual count,London,Tower Hamlets,A1261,PU,537150,180780,A1206,A1203,0.31,17.35,88.34,2123.99,20.3,472.43,89.25,9.75,9.19,8.28,7.37,4.08,127.92,2832.96
2006,26217,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538970,181320,A1263,Aspen Way tunnel,0.12,38.74,227.25,2294.9,55.38,637.81,57.11,28.35,42.82,12.2,6.35,32.34,179.17,3394.52
2006,27581,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534000,180830,A100/A1210/A1211,Dock Street,0.25,65.05,21.41,119.84,2.18,45.27,19.6,1.63,0.64,0.27,9.00E-02,0.18,22.41,211.11
2006,27582,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1205,PU,536020,183200,A11,LA Boundary,0.87,211.79,88.59,3381.28,107.96,609.32,77.16,13.02,8.57,0.32,0.64,0,99.7,4286.85
2006,27917,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A12,PU,537550,183276,A11,B142,0.31,2.61,277.49,9494.1,100.13,1827.56,671.22,93.67,106.71,3.4,46.38,57.38,978.76,12678.03
2006,28521,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A100,PU,533740,180500,LA Boundary,A1210/A1211,0.31,345.08,234.51,2858.48,150.71,967.19,146.97,2.38,1.13,0.23,1.81,0.23,152.75,4363.64
2006,28878,Counted,Manual count,London,Tower Hamlets,A1206,PU,537240,178900,A1203,Ferry Street,1.74,421.03,149.23,6155.46,328.32,970.98,74.3,7.62,1.91,0,3.81,3.81,91.45,7695.43
2006,29037,Counted,Manual count,London,Tower Hamlets,A1203,PU,534836,180756,A1202,A101/A126,1.18,299.92,2297.67,17017.5,335.69,5314.98,1286.73,121.95,376.19,35.77,57.74,56.88,1935.27,26901.1
2006,36218,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,537000,181040,A1261,A1206,0.81,109.68,408.65,4662.9,262.7,807.86,156.86,17.1,15.04,6.49,10.61,12.97,219.07,6361.19
2006,37619,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1209,PU,534000,182520,LA Boundary,A107,0.93,982.16,498.39,4448.46,171.8,985.56,198,9.87,21.43,1.02,1.36,1.02,232.7,6336.92
2006,38270,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1210,PU,533840,180880,A100,LA Boundary,0.12,49.03,94.98,590.77,32.39,170.33,34.56,2.4,2.99,1.04,0.64,0.45,42.09,930.56
2006,39035,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,536066,180909,A126/A101,A1206,0.81,3.24,2351.65,14764.73,180.15,3933.17,932.58,110.86,166.29,37.44,37.74,28.3,1313.22,22542.92
2006,46218,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,535100,181280,A11/A1202 mid-junction,A126,1.3,382.93,1411.22,10994.47,605.35,2597.16,453.42,50.96,81.92,26.2,33.82,32.39,678.7,16286.9
2006,47580,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534110,180940,Dock Street,Hooper Street,0.12,11.57,34.25,255.47,2.22,82.6,7.67,1.13,1.36,0.18,9.00E-02,0.18,10.61,385.15
2006,48161,Counted,Manual count,London,Tower Hamlets,A1202,PU,533640,182000,A11/A13 mid-junction,LA Boundary,0.56,268.21,395.18,4670.07,69.81,1339.23,278.62,30.01,31.03,14.29,16.94,16.33,387.22,6861.51
2006,48814,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1261,PU,538620,180750,A1206,Aspen Way Tunnel,0.31,46.38,337.82,7579.56,127.58,1166.55,166.13,42.75,51.71,1.7,14.4,32.09,308.79,9520.29
2006,48815,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1261,PU,537030,180900,A13,A1206,0.19,28.3,45.25,1299.57,56.2,218.89,24.77,3.27,1.63,0.61,0.48,0.2,30.96,1650.86
2006,49035,Counted,Manual count,London,Tower Hamlets,A1261,PU,537950,180570,A1261,A1206,0.56,9.59,901.19,13481.54,162.89,3220.41,474.78,60.01,143.5,28.78,25.72,53.28,786.07,18552.1
2006,56175,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,535000,181900,A107,A1205,0.99,922.44,651.73,8923.6,297.56,1650.74,388.65,35.2,41.37,28.67,11.25,9.43,514.56,12038.21
2006,56506,Counted,Manual count,London,Tower Hamlets,A107,PU,534950,183000,A1209,A1208,0.37,82.46,81.1,2306.15,155.68,564.73,115.67,10.75,9.66,3.95,3.67,2.86,146.56,3254.22
2006,56909,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,534000,180600,LA Boundary,A1202,0.31,82.78,490.12,4502.78,100.25,984.88,219.09,20.64,28.92,9.64,4.65,15.76,298.7,6376.72
2006,58445,Counted,Manual count,London,Tower Hamlets,A1020,PU,539100,180920,A1261,LA Boundary,0.25,14.33,42.46,1962.28,11.25,294.39,79.92,12.97,20.23,4.54,10.07,6.62,134.36,2444.73
2006,58446,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538450,181080,A102,A1263,0.37,52.39,169.28,4028.11,97.84,1054.49,225.76,39.6,115.8,10.07,28.58,92.94,512.75,5862.48
2006,59036,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,535968,181035,A126/A101,A13/A126,0.19,22.79,47.08,816.55,36.06,213.17,26.4,14.29,5.99,1.84,1.02,3.54,53.07,1165.94
2006,70002,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,537060,180760,A1203,A1261,0.12,17.51,43.68,570.58,25.04,174.41,20.46,1.91,3.67,0.59,0.68,2.45,29.76,843.47
2006,70003,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,537100,180730,A1206,A1261,0.37,25.58,637.94,4017.36,123.56,1356.72,252.02,84.51,57.56,22.45,13.06,42.32,471.93,6607.51
